绳金寺（宋·黎良知）　　七言绝句　押冬韵	悬崖结屋层层阁，眺远开窗面面峰。云起半天齐碧瓦，风生万壑响长松。
句（宋·黎良知）　　押冬韵	见说老僧吟更苦，中宵得句喜撞钟①。
