赠刘讽（宋·苏涣）　　五言绝句　押先韵	林下人归少，君归不待年。能令两蜀士，叹甚二疏贤①。
句（宋·苏涣）　　押齐韵	云台胜景压苍溪，东汉遗名冠蜀西（云台观）。
