为蚊所扰得一绝句（宋·徐端崇）　　七言绝句　押真韵	空堂夜合势如云，沟壑宁知过去身。满腹经营尽膏血，那知通夕不眠人①。
句（宋·徐端崇）	鲁邦司寇陈义高，三闾大夫心徒劳。相逢一笑无言说，去宿芦花又明月①。
