题大智院明月巢（宋·韩彦古）　　五言绝句　押侵韵	清风去无尘，白云来无心。一笑玉溪上，落花流水深①。
浣溪沙（宋·韩彦古）	一缕金香永夜清。残编未掩古琴横。绣衾寒拥宝缸明。坐听竹风敲石磴，旋倾花水漱春酲。落梅和雨打帘声。
