题鼎州甘泉寺（宋·范讽）　　七言绝句　押庚韵	平仲酌泉回北望，谓之礼佛向南行。烟岚翠锁门前路，转使高僧厌宠荣①。
句（宋·范讽）　　押庚韵	惟有南山与君眼，相逢不改旧时情（题张氏园亭）。
