墨梅（宋·王鈇）　　七言绝句　押鱼韵	前身姑射冰相似，今代潘妃玉不如。坐对真成在江国，淡烟微雨暗扶疏。
蝶（宋·王鈇）　　七言绝句　押灰韵	粉翼琼须似剪裁，飞飞自远逐香来。花间得意情多恨，应笑王孙殢酒杯①。
