忆罗浮寄曾元功二首（宋·张宋卿）　　七言绝句　押尤韵	当年南涧弄泉流，妄起功名分外求。群玉峰头今倦立，却烦清梦到罗浮。
天汉桥（宋·张宋卿）　　七言绝句　押支韵	一派银河木杪飞，碧云飞处彩虹垂。免教灵鹊长填石，来看天孙出嫁时①。
