蛾眉亭（宋·周月船）　　七言绝句　押尤韵	一片沙明万古秋，半规月印两眉头。无人不有关心事，各自看山各自愁①。
句（宋·周月船）　　押支韵	归去门前栽柳树，逢春先绿向阳枝①。
