颂古三十八首（宋·释从瑾）　　押齐韵	谁在画楼西，相逢语笑低。到家春色晚，花落鹧鸪啼。
颂古三首（宋·释从瑾）　　押先韵	睦州担板汉，从来见一边。浅深三尺水，上下两重天①。
