再游园亭（宋·王宏）　　七言绝句　押齐韵	一夜春膏涨碧溪，水滨沙际润无泥。幽人绿野临江曲，太守红旗转竹西。
句（宋·王宏）　　押文韵	春来赏遍牡丹春，江上侯家迥出群（赏侯氏园亭）。
