万岁山（宋·吴致尧）　　五言绝句　押鱼韵	赤藤可扶险，青藜堪照书。老师竟何为，暮齿随安车。
五盖山（宋·吴致尧）　　五言绝句　押元韵	紫盖修连延，五峰似随轩。何如惠我民，飞雪遍冈原①。
