茉莉花（宋·叶廷圭）　　七言绝句　押阳韵	露花洗出通身白，沈水熏成换骨香。近说根苗移上苑，休惭系本出南荒①。
句（宋·叶廷圭）　　押先韵	不是妙音生妙指，只缘流水似流泉（题琴泉轩）。
