访隐居孙明复山斋二首（宋·孔道辅）　　七言绝句　押文韵	日观峰前访隐沦，岂同沮溺异人群。轲能养浩雄能默，今复渊源见此君。
题祖庙二首（宋·孔道辅）　　七言绝句　押鱼韵	秦火自焚宁害圣，金丝堂壁閟家书。典坟启发皆天意，非谓共王好治居。
