闻僧举五祖颂赵州露刀剑作偈（宋·释法全）　　押先韵	鼓吹轰轰袒半肩，龙楼香喷益州船。有时亦脚弄明月，踏破五湖波底天①。
颂古十九首（宋·释法全）	昨夜深沙铸铁券，阿那律陀来合伴。醉来相打见阎王，阎王握笔不能判。不能判，却相劝。彼此事同一家，更莫前思后算①。
