题嘉祐院东轩（宋·林师蒧）　　七言绝句　押支韵	到处已无花可吹，东风犹自舞残枝。山僧只解关门睡，春去春来总不知。
熊守子复左史刻九朝宸翰寘于台学赋诗记之（宋·林师蒧）　　押阳韵	皇天祐宋实历昌，列圣功德高虞唐。万机馀暇不自逸，银钩铁画挥天章。洋洋谟训揭日月，留心庶事宁少忘。当时赐予皆贤杰，至今缇袭为珍藏。丹邱史君武夷仙，快凌紫清登玉堂。亲从芸阁获墨本，宝如金玉留巾箱。承明厌直暂出守，邦人尽喜来龚黄。公馀铃斋静无事，祖宗盛烈思发扬。编摩允属大手笔，白玉镂牒陈胶庠。要令衿佩睹盛事，端拜伏读思激昂。明如星斗丽霄汉，奎躔壁宿纷光芒。翻如和气结云雾，氛氲融液为嘉祥。龙蛇委迤欲飞举，鸾凤宛转争翱翔。晋唐数君无出右，王颜诸子难比方。史君一旦出奇秘，岂与刘洎争升床。亟聆飞诏下丹阙，指日入觐登明光。云龙风虎庆会遇，股肱元首歌明良。邦人颂戴自今始，为公纪德龟趺旁①。
