和唐刺史崔公壁间二绝（宋·张述）　　七言绝句　押支韵	年□筋力觉潜衰，自楚踰年复此移①。偶见旧题追古昔，只应风月似当时。
偶成（宋·张述）　　七言绝句　押尤韵	星星双鬓已惊秋，尚窃州符只自羞。官冗更无丞掾委①，谁哀老子得遨游②。
