落雁亭（宋·张璪）　　七言绝句	千古南谯炳地灵，穿云雁塔自层层。残烟落日荒墟上，父老相传落雁亭。
琼花（宋·张璪）　　七言绝句　押麻韵	此花已去不须嗟，亡国亡家总为他。父老不知前日事，逢人口口道琼花①。
