题琴堂（宋·连涧）　　五言绝句	堂下肃且清，琴声淡而古。学道则爱人，岂独闻其语。
题莞尔堂（宋·连涧）　　五言绝句　押屑韵	人心深百川，世路险九折。牛刀岂非宜，能巧不如拙①。
