偈（宋·释从悦）	耳目一何清，端居幽谷里。秋风入古松，秋月生寒水。衲僧于此更求真，两个猢狲垂四尾。
辞众偈（宋·释从悦）　　押黠韵	四十有八，圣凡尽杀。不是英雄，龙安路滑①。
