悟法呈守卓禅师偈（宋·释居慧）　　押寒韵	打破多年赤肉团，大千俱现一毫端。纵横妙用无多子，妙用纵横总一般。
偈二首（宋·释居慧）　　押尤韵	钟馗醉里唱凉州，小妹门前祇点头。巡海夜叉相见后，大家拍手上高楼。
