压云轩（宋·胡清）　　七言绝句	谁建危亭压翠微，画檐直与暮云齐。有时一片岩隈起，带与老僧山下归。
轩旁小柏（宋·胡清）　　七言绝句　押寒韵	栽傍岩隈未足看，为言斤斧莫无端。它时直入抡材手，不独青青保岁寒①。
