䃜山道中（宋·王崇）　　五言绝句　押语韵	溅石韵寒泉，依稀言语处。回头觉无人，又上前溪去。
山樵（宋·王崇）　　五言绝句　押遇韵	山樵竹里居，略彴才堪渡。落日澹平畴，牛羊点寒暮①。
