蜡梅（宋·姚西岩）　　七言绝句　押阳韵	花簇柔枝疑蜜窍，蒂含新蕊似蜂房。外无梅粉铅花饰，中有兰心紫晕香①。
句（宋·姚西岩）	根盘龙骨瘦，叶耸虎须长（菖蒲）。
