上郡守（宋·严武）　　七言绝句　押麻韵	一阵春风散晓霞，使君千骑拥高牙。太平天子加崇重，见说瀛洲已草麻①。
句（宋·严武）　　押陌韵	江头枫叶赤愁客①。
