早朝十绝（宋·赵子潚）　　七言绝句	门门阊阖早春初，恭遘龙飞御太虚。圣德巍巍隆誉望，坐令四海诵唐虞。
宰馀姚道咏上虞山水二首（宋·赵子潚）　　七言绝句　押尤韵	重华遗泽在东州，景物留奇聚胜游。翠湿金罍山独秀，碧环玉带水交流。
