题徐熙牡丹图（宋·吴皇后）　　七言绝句　押支韵	吉祥亭下万年枝，看尽将开欲落时。却是双红有深意，故留春色缓人思。
题徐熙芍药（宋·吴皇后）　　七言绝句	秾李夭桃扫地无，眼明惊见玉盘盂。扬州省识春风面，看尽群花总不如①。
