笔山（宋·陶崇）　　七言绝句　押阳韵	晚来设色霞成绮，秋至回文雁作行。借问墨池何处是，一江环绕漱琳琅①。
访僧归云庵（宋·陶崇）　　押曷韵	閒过选佛场，归云翠如泼。入门偶有言，启颊师便喝。掩耳煨芋炉，但把火深拨。呼童酌玉虹，注之旃檀钵。嘘灰然微红，横铛水煎活。茶酣登甲亭，双眸为之豁。鸟啼空山幽，翔来集木末。风月一何佳，团圞共披抹。悠然澹忘归，于兹得解脱。
