偈（宋·释清素）　　押先韵	颠倒颠，颠倒颠，新妇骑驴阿家牵。便恁么，太无端，回头不觉布衫穿。
临终偈（宋·释清素）　　押马韵	木人备舟，铁人备马。丙丁童子稳稳登，喝散白云归去也①。
