访徐道人（宋·郭礼）　　七言绝句　押真韵	为觅扁舟问隐沦，白云何处是通津。瑶华满地君堪拾，始信青山不负人①。
王徵君松阴独坐图（宋·郭礼）　　押阮韵	盘石走新萝，飞流下层巘。抱琴如有期，心与孤云远。鸟来天际微，林光澹将晚。受此松气清，坐啸不知返。
