大堤曲（宋·李善美）　　七言绝句　押尤韵	酒旗相望大堤头，堤下连樯堤下①楼。日暮行人争渡急，桨声幽轧满中流。
句（宋·李善美）　　押寘韵	岘首何人碑，行客独垂泪（堕泪碑）。
