题飞雪亭（宋·曾焕）　　七言绝句　押寒韵	玉虬垂处雪花翻，四序雷声六月寒。凭槛未穷千丈势，请君岩下举头看①。
浯溪磨崖（宋·曾焕）　　七言绝句　押支韵	元颂颜书山谷诗，还镌我宋中兴碑。慇勤三读重回首，万□□□江渺瀰①。
