石门山（宋·权巽）　　五言绝句　押陌韵	兹山甲天下，葱翠自开辟。石磴缘空青，新营眩金碧。
寄靖安令（宋·权巽）　　五言绝句　押敬韵	嵯峨幽谷山，寂寞彭泽令。绝境空自奇，高标岌相映①。
