题半山寺（宋·杨元亨）　　七言绝句　押萧韵	蹇驴挟策一苍头，罢相归来隐寂寥。看到半山三不足，依然野水漫青苗①。
沁园春 无为灯夕上陆史君（宋·杨元亨）	一棹横江，问讯盟鸥，太守谓谁。道皇华使者，光风洒落。元宵三五，乐与民俱。宝榼金鞯，玉梅钗燕，斗鸭阑干花影嬉。人迎笑，似玉京春浅，长是灯时。风流不减人知。算岳牧词人谁似之。把南楼风月，渚宫丘壑，竹西歌舞，行乐濡须。万斛金莲，满城开遍，朵朵留迎学士归。明年宴，看柑传天上，月在云西。
