白云（宋·管师复）　　七言绝句　押齐韵	入寺层层百级梯，野堂更与白云齐。平观碧落星辰近，俯见红尘世界低①。
句（宋·管师复）　　押元韵	满坞白云耕不破，一潭明月钓无痕①。
