拟梅轩三首（宋·吴幵）　　七言绝句　押支韵	阴阴绿叶不胜垂，著子全多欲压枝。自得君王一留顾，故应雨露亦饶滋。
句 其二（宋·吴幵）	木落千山瘦，天高一雁横（秋）。
