贞女峡（宋·欧阳经）　　七言绝句　押陌韵	退之雄文露天巧，梦得清诗挥秀格。迨今声名三百年，文字山水相辉赫。
句（宋·欧阳经）	林青乍听莺声唤，花嫩初笼日影迟（熙春亭）。
