偈（宋·释妙堪）　　押寘韵	大荼毒鼓，轰天震地。转脑回头，横死万里①。
颂古（宋·释妙堪）	一人客路如天远，一个归心似箭轻。彼此征途虽有异，须知同日到天廷①。
