合肥怀古三首（宋·吴资）　　五言绝句　押寘韵	合肥一都会，世号征战地。我来值明时，不识兵革事。
合肥怀古三首 其三（宋·吴资）	幼度提晋师，胡卒惊鹤唳。城外军屯垒，可数不可计。至今风雨夜，鬼哭杂异类①。
