留题少林寺（宋·李昌孺）　　七言绝句　押真韵	少林来处岂无因，知有当年面壁人。五叶一花元会得，莫将消息问残春。
示初公颂（宋·李昌孺）　　七言绝句　押侵韵	昔日曾闻师子音，清风匝地满丛林。不须更问西来意，晓月亭亭正露金。
