别西湖（宋·房灏）　　七言绝句　押支韵	闻说西湖可乐饥，十年劳我梦中思。湖边欲买三间屋，问遍人家不要诗。
寄西湖（宋·房灏）	昔年曾向西湖住，日夕闲行湖上路。东风二月梅花开，香得孤山无著处。六尺瘦藤双翠屦，眼前物物皆诗具。被人牵挽出山来，荷衣尽为缁尘污。世态翻腾不如故，青镜无情又衰暮。富贵浮云何有哉，一杯且乐闲中趣。长江浩浩东流注，梦寐孤山飞不去。若见梅花频寄音，黄金炼出相思句。
