留壁诗（宋·邵琥）　　七言绝句　押先韵	往往来来三十年，更无踪迹在西川。功成行满升天去，回首山头月正圆①。
句（宋·邵琥）　　押麻韵	碧桃红杏神仙府，粉壁朱门将相家①。
