游洞霄（宋·范宽之）　　七言绝句　押东韵	征轮偷暇款琳宫，洞水浮花二月中。尘虑坐清归意懒，涣襟高咏紫霄风①。
失调名（宋·范宽之）　　押队韵	谢娘栀子，贾妃萸佩。
