襄阳怀古（宋·孙信臣）　　五言绝句　押支韵	孔明高卧处，庞统旧居时。遇主龙方起，逢辰骥莫追。
句（宋·孙信臣）　　押支韵	王粲初开井，山翁旧醉池（习家池大堤铜鞮）。
