还家涂中（宋·曾绎）　　七言绝句　押麻韵	疏林残岭起昏鸦，腊尽行人喜近家。江北江南春信早，傍篱穿竹见梅花①。
句（宋·曾绎）　　押微韵	已无丑扇几边乱，空见春锄天际飞①。
