长乐集总序（宋·谢泌）　　七言绝句　押蒸韵	潮田种稻重收谷，山路逢人半是僧。城里三山千簇寺，夜间七塔万枝灯①。
谢客岩（宋·谢泌）　　七言绝句　押真韵	旧刻岩前文字在，登临尽日动悲辛。子孙千载知多少，只我今来嗣后尘①。
