老人村（宋·宋汝为）　　押陌韵	憔悴应怜范叔寒，南北东西万里谪。朱颜荏苒变黎黑，走遍天涯常是客。
句（宋·宋汝为）　　押微韵	平日惯从山外看，不禁烦恼著山围（清都观）。
