子规（宋·刘萧仲）　　七言绝句　押东韵	深藏密叶人难见，断送春光梦一空。啼后血流成底事，只应都作映山红①。
句（宋·刘萧仲）　　押灰韵	招客饮治聋，聊复尽余杯（社日）。
