芍药（宋·郑云林）　　七言绝句　押元韵	与春相识亦多年，今岁春胡不到园。一任阶前无芍药，免教蜂蝶两争喧①。
海棠（宋·郑云林）　　七言绝句　押侵韵	贪诗闲费一生心，水际云崖到处寻。可惜春花吾老矣，海棠烟雨闭门深①。
