翠蛟亭（宋·金坚）　　七言绝句　押先韵	怒猊抉石骥奔泉，谁挽河流下九天。倾泻琼珠三万斛，从师乞作买山钱①。
大涤洞（宋·金坚）　　七言绝句　押寒韵	手翻河汉出天关，雪漱霜飞照眼寒。且向亭前供玩好，却来笔底作波澜①。
