呈东林道颜禅师颂（宋·释彦充）　　押屑韵	为人须为彻，杀人不见血。德山与岩头，万里一条铁。
偈（宋·释彦充）	世尊不说说，迦叶不闻闻。水流黄叶来何处，牛带寒鸦过远村①。
