赠王筌（宋·龚原）　　七言绝句　押灰韵	华阳新报便门板，应为高人受箓来。试问玉门砂远近，未饶元放是仙才①。
句（宋·龚原）　　押真韵	吾邑毛生者，画格妙入神①。
