南中题壁（宋·方武子）　　五言绝句　押纸韵	明月照齐州，玉龙栖欲起。壮士肠夜回，寒衾泼秋水①。
题龙津亭（宋·方武子）　　七言绝句　押删韵	龙津亭下水漫漫，坐久凝神杳霭间。说道浙江人不信，向南全似越州山①。
