晚对亭（宋·虞亿）　　五言绝句　押寒韵	落日下青嶂，归云独未安。倚杖无言久，夕阴生翠寒①。
中秋同诸子九曲泛月（宋·虞亿）　　押支韵	名山阅万古，明月来几时。顾游属中秋，万里云雾披。心閒境亦静，月满山不移。况兹九曲溪，正漾清涟漪。呼舟星村来，十客琴觞随。此客俱不凡，洒落同襟期。居然命钓艇，造席不复疑。陶兀入醉乡，伴我老不羁。临流振衣袂，飒飒刚风吹。银盘转岩阿，两川光渺瀰。崚嶒大王峰，嵌窦渺可窥。云軿与凤钗，来往谁可知。但闻山桂香，缤纷落残卮。酒酣各言志，抗论不少卑。诸君爱轩冕，许身皋与夔。矫首青云衢，尘鞅甘羁縻。那知涉幻境，百岁黍一炊。风波世上险，日月壶中迟。何如归此山，相乐从希夷①。
