诗一首（宋·戚明瑞）　　五言绝句　押陌韵	蓝田战秦将，子婴竖降帻。至今柏树精，疑是卧龙魄。
句（宋·戚明瑞）　　押尤韵	旧梦不堪游蚁国，生涯只合在渔舟。
