水心亭（宋·饶道深）　　七言绝句　押庚韵	两岸尘埃终不到，四檐风月冷无声。路从碧树阴中断，人向红莲影里行。
句（宋·饶道深）　　押庚韵	落霞断岸斜阳里，万里江天画不成（平远台）。
