题泰山灵岩寺（宋·陈一向）　　七言绝句　押麻韵	石龟泉畔铁袈裟，上有猿衔五色花。见说道人时挂搭，旋将青拂扫烟霞①。
赠灵岩元长老（宋·陈一向）　　七言绝句　押寒韵	杖锡池边六月寒，一泓泉鉴漱琅玕。直疑夜半天风起，吹落仙人沆瀣盘。
