谢客岩（宋·姚揆）　　押寒韵	不见古君子，空馀旧林峦。翠色媚车马，爽气严衣冠。天水交影碧，松竹声相寒①。
句（宋·姚揆）　　押麻韵	独上西楼四望赊①。
