君子泉（宋·李申子）　　七言绝句　押删韵	□岩峭□色斓斑，云叶烟萝□□鬟。疑有仙琚时会集，唾珠霏屑落人间。
句（宋·李申子）	（上缺）深城市红尘怎得（缺）侵，骨云岩桧老险惊（缺）。兴废一掬清泉酌（缺），沈寂徘徊觅句听（下缺（北岩寺）。
