第一山（宋·颜师鲁）　　七言绝句　押寒韵	闻说淮南第一山，老来方此凭栏干。孤城不隔长安望，落日空悲汴水寒①。
琼花（宋·颜师鲁）　　七言绝句　押灰韵	后土祠中二月暮，琼花放后有蜂来。东君不怕春归去，留待诗人一夜开①。
