题采莲美人图（宋·孟淑卿）　　七言绝句　押阳韵	绿槐①蝉静日偏长，懒爇金炉百和香。莫摘池中莲子看，个中多半是空房。
春归（宋·孟淑卿）　　七言绝句　押齐韵	落尽棠梨水拍堤，凄凄芳草望中迷。无情最是枝头鸟，不管人愁只顾啼①。
