奉寄灵岩长老确公大师 其一（宋·盛陶）　　五言绝句　押齐韵	适见随州住，谁教复在齐。君看历山北，何似善光西①。
奉寄灵岩长老确公大师 其二（宋·盛陶）	传法仙城后，流名上国高。游方缘渐契，无亦太忉忉。灵岩山下草，今古几回春。不有开堂日，焉知卷席人①。
