玉柱峰（宋·曹安）　　五言绝句　押筱韵	青山有石柱，直插浮云杪。月明鹤飞来，浑疑旧华表①。
杜贵墓（宋·曹安）　　押支韵	东出共城门，古墓何累累。就中如夏屋，下马读铭碑。始知太尉名，富擅政和时。讵知邑境中，仓皇来赤眉。敢勇率子弟，肆杀力弗支。编氓赖保全，迄今令名垂。潺潺百泉流，日夕声犹悲。
