诗一首（宋·王过）　　七言绝句	荔子雨晴红点点，葡萄江涨绿流流。梦魂不啻三千里，倦翮难胜九万风。
句（宋·王过）　　押删韵	心存北阙驰魂梦，身渐东归出鬼关。
