答天宁长老（宋·释禅惠）　　五言绝句　押阳韵	文殊驾狮子，普贤跨象王。新来一个佛，骑马也何妨①。
句（宋·释禅惠）　　押灰韵	锦府岂从天上织，剑门宁自匣中开①。
